# l_trunc vza relaz I_m0 Q_m0 U_m0
8.0	0.0	0.0	5.512028217315674	0.0	0.0
8.0	0.0	180.0	5.512028217315674	0.0	0.0
8.0	5.0	0.0	5.512104511260986	0.001499920035712421	0.0
8.0	5.0	180.0	5.512104511260986	0.001499920035712421	0.0
8.0	10.0	0.0	5.511781692504883	0.005852906033396721	0.0
8.0	10.0	180.0	5.511781692504883	0.005852906033396721	0.0
8.0	15.0	0.0	5.51295280456543	0.01267531979829073	0.0
8.0	15.0	180.0	5.51295280456543	0.01267531979829073	0.0
8.0	20.0	0.0	5.515012741088867	0.021499810740351677	0.0
8.0	20.0	180.0	5.515012741088867	0.021499810740351677	0.0
8.0	25.0	0.0	5.518913269042969	0.031984295696020126	0.0
8.0	25.0	180.0	5.518913269042969	0.031984295696020126	0.0
8.0	30.0	0.0	5.525413513183594	0.044126834720373154	0.0
8.0	30.0	180.0	5.525413513183594	0.044126834720373154	0.0
8.0	35.0	0.0	5.535083770751953	0.05842619389295578	0.0
8.0	35.0	180.0	5.535083770751953	0.05842619389295578	0.0
8.0	40.0	0.0	5.547611713409424	0.07595327496528625	0.0
8.0	40.0	180.0	5.547611713409424	0.07595327496528625	0.0
8.0	45.0	0.0	5.5647454261779785	0.09835395216941833	0.0
8.0	45.0	180.0	5.5647454261779785	0.09835395216941833	0.0
8.0	50.0	0.0	5.588037490844727	0.127782940864563	0.0
8.0	50.0	180.0	5.588037490844727	0.127782940864563	0.0
8.0	55.0	0.0	5.6199212074279785	0.16686487197875977	0.0
8.0	55.0	180.0	5.6199212074279785	0.16686487197875977	0.0
8.0	60.0	0.0	5.664377689361572	0.2188296914100647	0.0
8.0	60.0	180.0	5.664377689361572	0.2188296914100647	0.0
8.0	65.0	0.0	5.727991104125977	0.2879323959350586	0.0
8.0	65.0	180.0	5.727991104125977	0.2879323959350586	0.0
8.0	70.0	0.0	5.819450378417969	0.3804965317249298	0.0
8.0	70.0	180.0	5.819450378417969	0.3804965317249298	0.0
12.0	0.0	0.0	5.507856845855713	0.0	0.0
12.0	0.0	180.0	5.507856845855713	0.0	0.0
12.0	5.0	0.0	5.508378505706787	0.002116042422130704	0.0
12.0	5.0	180.0	5.508378505706787	0.002116042422130704	0.0
12.0	10.0	0.0	5.5092597007751465	0.008098761551082134	0.0
12.0	10.0	180.0	5.5092597007751465	0.008098761551082134	0.0
12.0	15.0	0.0	5.51190185546875	0.016972575336694717	0.0
12.0	15.0	180.0	5.51190185546875	0.016972575336694717	0.0
12.0	20.0	0.0	5.516376495361328	0.02748628333210945	0.0
12.0	20.0	180.0	5.516376495361328	0.02748628333210945	0.0
12.0	25.0	0.0	5.520707130432129	0.03857693448662758	0.0
12.0	25.0	180.0	5.520707130432129	0.03857693448662758	0.0
12.0	30.0	0.0	5.527214527130127	0.04986519366502762	0.0
12.0	30.0	180.0	5.527214527130127	0.04986519366502762	0.0
12.0	35.0	0.0	5.536184787750244	0.06197866052389145	0.0
12.0	35.0	180.0	5.536184787750244	0.06197866052389145	0.0
12.0	40.0	0.0	5.5469160079956055	0.0766061395406723	0.0
